	Emu_protein	Hmi_protein	Mco_protein
OG0000036	EmuJ_000635200.1, EmuJ_000635300.1, EmuJ_000635700.1, EmuJ_000635800.1, EmuJ_000636000.1, EmuJ_002148600.1	HmN_000089100.1, HmN_000264300.1, HmN_000882200.1, HmN_000882300.1, HmN_000882700.1, HmN_000882800.1, HmN_001012300.1	MCOS_0000177901-mRNA-1, MCOS_0000924301-mRNA-1
OG0000037	EmuJ_000017400.1, EmuJ_000586800.1, EmuJ_000586900.1, EmuJ_000661800.1, EmuJ_000662200.1, EmuJ_000843700.1	HmN_000238400.1, HmN_000348300.1, HmN_000366800.1, HmN_000695200.1	MCOS_0000708401-mRNA-1, MCOS_0000708601-mRNA-1, MCOS_0000798901-mRNA-1, MCOS_0001021401-mRNA-1
OG0000038	EmuJ_000627600.1	HmN_000143800.1, HmN_000178300.1, HmN_000178700.1, HmN_000178800.1, HmN_000179100.1, HmN_000459700.1, HmN_000980800.1, HmN_002218400.1, HmN_002234000.1, HmN_002245300.1, HmN_002263100.1	MCOS_0000112901-mRNA-1, MCOS_0000641901-mRNA-1
OG0000039	EmuJ_000652200.1	HmN_000247500.1, HmN_000279000.1, HmN_000281000.1, HmN_000609900.1, HmN_000704000.1, HmN_000710400.1, HmN_000770800.1, HmN_000777400.1, HmN_000876800.1, HmN_000998500.1, HmN_002099900.1, HmN_002194000.1, HmN_002272300.1	
OG0000040		HmN_000482200.1, HmN_002278800.1	MCOS_0000298501-mRNA-1, MCOS_0000305601-mRNA-1, MCOS_0000312901-mRNA-1, MCOS_0000377101-mRNA-1, MCOS_0000404901-mRNA-1, MCOS_0000413801-mRNA-1, MCOS_0000462201-mRNA-1, MCOS_0001008501-mRNA-1, MCOS_0001013001-mRNA-1, MCOS_0001026501-mRNA-1, MCOS_0001031301-mRNA-1, MCOS_0001052401-mRNA-1
OG0000041	EmuJ_000034900.1, EmuJ_000047500.1, EmuJ_000047800.1, EmuJ_000048200.1, EmuJ_000048400.1, EmuJ_000048600.1, EmuJ_000329300.1, EmuJ_000368300.1, EmuJ_000368800.1, EmuJ_000369200.1, EmuJ_000382700.1, EmuJ_000388500.1, EmuJ_000400800.1		
OG0000042	EmuJ_000051500.1, EmuJ_000398600.1, EmuJ_002136200.1, EmuJ_002138200.1, EmuJ_002176000.1, EmuJ_002194000.1, EmuJ_002198600.1, EmuJ_002199900.1, EmuJ_002229900.1	HmN_000313300.1, HmN_002067900.1, HmN_002091500.1, HmN_002093900.1	
OG0000043	EmuJ_000317100.1, EmuJ_000434500.1	HmN_000313600.1, HmN_000497500.1	MCOS_0000167001-mRNA-1, MCOS_0000187901-mRNA-1, MCOS_0000390701-mRNA-1, MCOS_0000405901-mRNA-1, MCOS_0000603701-mRNA-1, MCOS_0000836601-mRNA-1, MCOS_0000836701-mRNA-1, MCOS_0001044101-mRNA-1, MCOS_0001048401-mRNA-1
OG0000044	EmuJ_000366500.1, EmuJ_000515100.1, EmuJ_000580100.1, EmuJ_000584700.1, EmuJ_000642200.1, EmuJ_000642300.1, EmuJ_001155200.1, EmuJ_002144800.1	HmN_000237000.1, HmN_000623500.1, HmN_000816400.1	MCOS_0000329701-mRNA-1, MCOS_0000838501-mRNA-1
OG0000045	EmuJ_000411000.1, EmuJ_002168400.1	HmN_000214400.1, HmN_000522900.1	MCOS_0000166901-mRNA-1, MCOS_0000475001-mRNA-1, MCOS_0000492001-mRNA-1, MCOS_0000581901-mRNA-1, MCOS_0000829001-mRNA-1, MCOS_0001034701-mRNA-1, MCOS_0001041301-mRNA-1, MCOS_0001046601-mRNA-1, MCOS_0001048201-mRNA-1
OG0000046	EmuJ_000588100.1, EmuJ_000588200.1, EmuJ_000588400.1, EmuJ_000588500.1	HmN_000239400.1	MCOS_0000235301-mRNA-1, MCOS_0000235401-mRNA-1, MCOS_0000235501-mRNA-1, MCOS_0000235601-mRNA-1, MCOS_0000472501-mRNA-1, MCOS_0000793701-mRNA-1, MCOS_0000793801-mRNA-1, MCOS_0001023701-mRNA-1
OG0000047	EmuJ_000804100.1, EmuJ_000856500.1	HmN_000108400.1, HmN_000108500.1, HmN_000108600.1, HmN_000108700.1, HmN_000546900.1, HmN_000668300.1, HmN_000668400.1, HmN_000888800.1, HmN_002140600.1	MCOS_0000122101-mRNA-1, MCOS_0000767201-mRNA-1
OG0000048	EmuJ_001075400.1	HmN_000686400.1, HmN_000686500.1	MCOS_0000284301-mRNA-1, MCOS_0000321301-mRNA-1, MCOS_0000321401-mRNA-1, MCOS_0000422901-mRNA-1, MCOS_0000459901-mRNA-1, MCOS_0000462401-mRNA-1, MCOS_0000485101-mRNA-1, MCOS_0001022301-mRNA-1, MCOS_0001022401-mRNA-1, MCOS_0001060301-mRNA-1
OG0000049	EmuJ_001100100.1	HmN_000071800.1, HmN_000071900.1, HmN_000300300.1, HmN_000395200.1, HmN_000537800.1, HmN_000607900.1, HmN_000608000.1, HmN_000665700.1, HmN_000832600.1, HmN_002156600.1, HmN_002176500.1	MCOS_0000191301-mRNA-1
OG0000050	EmuJ_001135600.1, EmuJ_001135700.1, EmuJ_001135800.1, EmuJ_001136000.1, EmuJ_001136200.1	HmN_000528500.1, HmN_000528600.1, HmN_002260500.1	MCOS_0000442001-mRNA-1, MCOS_0000794301-mRNA-1, MCOS_0000794401-mRNA-1, MCOS_0000794501-mRNA-1, MCOS_0000794601-mRNA-1
OG0000051	EmuJ_000026000.1, EmuJ_000922800.1	HmN_000333200.1	MCOS_0000330901-mRNA-1, MCOS_0000415901-mRNA-1, MCOS_0000455001-mRNA-1, MCOS_0000457401-mRNA-1, MCOS_0000461701-mRNA-1, MCOS_0000504801-mRNA-1, MCOS_0001033501-mRNA-1, MCOS_0001047101-mRNA-1, MCOS_0001057501-mRNA-1
OG0000052	EmuJ_000138000.1, EmuJ_000140800.1, EmuJ_000890600.1, EmuJ_000961000.1	HmN_000186400.1, HmN_000242200.1, HmN_000387900.1, HmN_000427400.1	MCOS_0000400701-mRNA-1, MCOS_0000562201-mRNA-1, MCOS_0000685501-mRNA-1, MCOS_0000808801-mRNA-1
OG0000053	EmuJ_000328500.1, EmuJ_000368620.1, EmuJ_000515900.1, EmuJ_000554200.1, EmuJ_000564900.1, EmuJ_000940200.1, EmuJ_000940300.1, EmuJ_000948200.1, EmuJ_000948400.1, EmuJ_000948700.1, EmuJ_000948800.1, EmuJ_000948900.1		
OG0000054	EmuJ_000343700.1, EmuJ_000418800.1, EmuJ_000606100.1, EmuJ_000633400.1	HmN_000010700.1, HmN_000796300.1, HmN_000816800.1	MCOS_0000325201-mRNA-1, MCOS_0000573301-mRNA-1, MCOS_0000844001-mRNA-1, MCOS_0000998301-mRNA-1, MCOS_0001024001-mRNA-1
OG0000055	EmuJ_000393300.1, EmuJ_000393400.1, EmuJ_000752700.1	HmN_000719900.1, HmN_000720100.1, HmN_000720200.1, HmN_000733600.1, HmN_000733700.1, HmN_002127300.1, HmN_002219900.1	MCOS_0000274401-mRNA-1, MCOS_0000919801-mRNA-1
OG0000056	EmuJ_001082700.1, EmuJ_001149500.1, EmuJ_001149600.1, EmuJ_001149700.1, EmuJ_001149950.1	HmN_000267100.1, HmN_002123200.1	MCOS_0000236101-mRNA-1, MCOS_0000401501-mRNA-1, MCOS_0000980301-mRNA-1, MCOS_0001026201-mRNA-1, MCOS_0001027901-mRNA-1
OG0000057		HmN_000204100.1	MCOS_0000263201-mRNA-1, MCOS_0000448201-mRNA-1, MCOS_0000453601-mRNA-1, MCOS_0000487801-mRNA-1, MCOS_0000794001-mRNA-1, MCOS_0000910401-mRNA-1, MCOS_0000918801-mRNA-1, MCOS_0001003201-mRNA-1, MCOS_0001014601-mRNA-1, MCOS_0001054001-mRNA-1, MCOS_0001054601-mRNA-1
OG0000058			MCOS_0000057301-mRNA-1, MCOS_0000084101-mRNA-1, MCOS_0000136601-mRNA-1, MCOS_0000210401-mRNA-1, MCOS_0000540301-mRNA-1, MCOS_0000545401-mRNA-1, MCOS_0000574401-mRNA-1, MCOS_0000608901-mRNA-1, MCOS_0000633801-mRNA-1, MCOS_0000818201-mRNA-1, MCOS_0000870401-mRNA-1, MCOS_0000927301-mRNA-1
OG0000059	EmuJ_000009500.1, EmuJ_000597400.1, EmuJ_000658150.1	HmN_000084200.1, HmN_000704200.1, HmN_000704300.1	MCOS_0000006301-mRNA-1, MCOS_0000066901-mRNA-1, MCOS_0000496601-mRNA-1, MCOS_0000609401-mRNA-1, MCOS_0001050501-mRNA-1
OG0000060	EmuJ_000078800.1, EmuJ_000445600.1, EmuJ_000457800.1, EmuJ_000708900.1	HmN_000093300.1, HmN_000093400.1, HmN_000312000.1, HmN_000452500.1, HmN_000770300.1	MCOS_0000636701-mRNA-1, MCOS_0000947201-mRNA-1
OG0000061	EmuJ_000150000.1, EmuJ_000666300.1, EmuJ_001193600.1	HmN_000069600.1, HmN_000498800.1, HmN_000754100.1, HmN_002089300.1, HmN_002272700.1	MCOS_0000044301-mRNA-1, MCOS_0000370501-mRNA-1, MCOS_0001009801-mRNA-1
OG0000062	EmuJ_000169600.1, EmuJ_000170800.1, EmuJ_000370400.1, EmuJ_000398100.1, EmuJ_000997900.1	HmN_000913300.1	MCOS_0000378601-mRNA-1, MCOS_0000501101-mRNA-1, MCOS_0000847301-mRNA-1, MCOS_0000902001-mRNA-1, MCOS_0001046101-mRNA-1
OG0000063	EmuJ_000173600.1, EmuJ_000351500.1, EmuJ_000351700.1, EmuJ_002181200.1	HmN_000328200.1, HmN_000650900.1, HmN_000651000.1	MCOS_0000135801-mRNA-1, MCOS_0000336101-mRNA-1, MCOS_0000336201-mRNA-1, MCOS_0000627001-mRNA-1
OG0000064	EmuJ_000260400.1	HmN_000519000.1, HmN_000810600.1, HmN_000810700.1, HmN_000990200.1, HmN_001021600.1, HmN_001028300.1, HmN_001028400.1, HmN_002246300.1, HmN_002268500.1	MCOS_0000669301-mRNA-1
OG0000065	EmuJ_000343200.1, EmuJ_000890800.1, EmuJ_000955600.1	HmN_000383400.1, HmN_000387700.1, HmN_000796600.1, HmN_002273000.1	MCOS_0000083601-mRNA-1, MCOS_0000349501-mRNA-1, MCOS_0000390601-mRNA-1, MCOS_0000808901-mRNA-1
OG0000066	EmuJ_000389800.1, EmuJ_000389900.1, EmuJ_000447000.1, EmuJ_000781700.1	HmN_000466300.1, HmN_000735200.1, HmN_002159900.1	MCOS_0000220101-mRNA-1, MCOS_0000220201-mRNA-1, MCOS_0000621201-mRNA-1, MCOS_0000867801-mRNA-1
OG0000067	EmuJ_000467200.1, EmuJ_000638400.1, EmuJ_001107000.1	HmN_000348100.1, HmN_000523500.1, HmN_002098900.1, HmN_002099000.1	MCOS_0000129201-mRNA-1, MCOS_0000389601-mRNA-1, MCOS_0000418701-mRNA-1, MCOS_0000585301-mRNA-1
OG0000068	EmuJ_000668200.1, EmuJ_000670700.1, EmuJ_001119800.1	HmN_000250400.1, HmN_000286800.1, HmN_000318600.1, HmN_000451500.1	MCOS_0000065101-mRNA-1, MCOS_0000602901-mRNA-1, MCOS_0000658301-mRNA-1, MCOS_0000824101-mRNA-1
OG0000069	EmuJ_000709500.1, EmuJ_000709600.1	HmN_000785400.1, HmN_000785700.1, HmN_000786000.1, HmN_000896100.1, HmN_000951100.1, HmN_000991100.1, HmN_000991300.1, HmN_002079700.1	MCOS_0000944901-mRNA-1
OG0000070	EmuJ_000790100.1, EmuJ_001081900.1, EmuJ_001191500.1	HmN_000071000.1, HmN_000268400.1, HmN_002133700.1	MCOS_0000019301-mRNA-1, MCOS_0000100001-mRNA-1, MCOS_0000361001-mRNA-1, MCOS_0000631001-mRNA-1, MCOS_0000631101-mRNA-1
OG0000071	EmuJ_000913600.1, EmuJ_000913800.1, EmuJ_000913900.1, EmuJ_000914100.1, EmuJ_000914200.1	HmN_000077300.1, HmN_000077500.1, HmN_000077600.1, HmN_000136600.1, HmN_000136700.1	MCOS_0000398001-mRNA-1
OG0000072	EmuJ_001076700.1, EmuJ_001076800.1	HmN_000302200.1, HmN_000614800.1, HmN_000630900.1, HmN_000739000.1, HmN_000742100.1, HmN_000769700.1, HmN_002061100.1	MCOS_0000276301-mRNA-1, MCOS_0000410701-mRNA-1
OG0000073	EmuJ_001085900.1, EmuJ_001086000.1, EmuJ_001086200.1, EmuJ_001086400.1	HmN_000019300.1, HmN_000019700.1, HmN_000019800.1, HmN_000019900.1, HmN_000020000.1, HmN_001018800.1	MCOS_0000344501-mRNA-1
OG0000074	EmuJ_001129800.1	HmN_000963900.1, HmN_000964000.1, HmN_000986000.1, HmN_002072100.1, HmN_002078200.1, HmN_002078400.1, HmN_002247600.1, HmN_002247700.1	MCOS_0000664401-mRNA-1, MCOS_0001037101-mRNA-1
OG0000075		HmN_000026800.1, HmN_000082700.1, HmN_000083500.1, HmN_000142400.1, HmN_000281300.1, HmN_000373000.1, HmN_000410000.1, HmN_000618000.1, HmN_000815900.1, HmN_002003100.1, HmN_002196500.1	
OG0000076	EmuJ_000078500.1	HmN_000349500.1, HmN_000350200.1, HmN_000622400.1, HmN_000997400.1, HmN_002063400.1, HmN_002071800.1	MCOS_0000324201-mRNA-1, MCOS_0000507801-mRNA-1, MCOS_0001021501-mRNA-1
OG0000077	EmuJ_000082300.1, EmuJ_000366700.1, EmuJ_000366800.1, EmuJ_000405700.1, EmuJ_000405800.1, EmuJ_002183000.1, EmuJ_002183100.1, EmuJ_002183200.1, EmuJ_002213800.1		MCOS_0000114501-mRNA-1
OG0000078	EmuJ_000169800.1, EmuJ_001053800.1, EmuJ_001054100.1	HmN_000553200.1, HmN_000917800.1, HmN_002039900.1	MCOS_0000661201-mRNA-1, MCOS_0000661401-mRNA-1, MCOS_0000771201-mRNA-1, MCOS_0000906801-mRNA-1
OG0000079	EmuJ_000207400.1	HmN_000653900.1, HmN_000654100.1, HmN_000654200.1, HmN_000932900.1, HmN_000933000.1, HmN_002174100.1, HmN_002174200.1, HmN_002174300.1	MCOS_0000753801-mRNA-1
OG0000080	EmuJ_000243600.1, EmuJ_000243700.1, EmuJ_000243800.1, EmuJ_000330700.1	HmN_000170900.1, HmN_000171000.1, HmN_000171100.1, HmN_000697500.1	MCOS_0000747701-mRNA-1, MCOS_0000747801-mRNA-1
OG0000081	EmuJ_000350300.1, EmuJ_000350500.1, EmuJ_000350600.1, EmuJ_000356700.1, EmuJ_001105000.1, EmuJ_001105200.1	HmN_000174800.1, HmN_000327600.1	MCOS_0000248101-mRNA-1, MCOS_0000779501-mRNA-1
OG0000082	EmuJ_000381100.1, EmuJ_000381200.1, EmuJ_000381500.1, EmuJ_000381600.1, EmuJ_000381700.1, EmuJ_000381800.1	HmN_000893100.1, HmN_000893200.1, HmN_000893300.1	MCOS_0000036601-mRNA-1
OG0000083	EmuJ_000440300.1, EmuJ_000677100.1, EmuJ_001131000.1	HmN_000252000.1, HmN_000701200.1, HmN_000729900.1	MCOS_0000145101-mRNA-1, MCOS_0000258401-mRNA-1, MCOS_0000301401-mRNA-1, MCOS_0000860001-mRNA-1
OG0000084	EmuJ_000757700.1, EmuJ_000757800.1, EmuJ_000757900.1, EmuJ_000758000.1, EmuJ_000758100.1, EmuJ_002101500.1	HmN_000649600.1	MCOS_0000301301-mRNA-1, MCOS_0000483501-mRNA-1, MCOS_0001009401-mRNA-1
OG0000085	EmuJ_000940500.1, EmuJ_000941100.1, EmuJ_000946700.1	HmN_000617000.1, HmN_000760600.1, HmN_000760700.1, HmN_000760800.1, HmN_000845000.1	MCOS_0000443801-mRNA-1, MCOS_0000982301-mRNA-1
OG0000086	EmuJ_001181950.1	HmN_000060600.1, HmN_000060700.1, HmN_002100300.1	MCOS_0000279201-mRNA-1, MCOS_0000486101-mRNA-1, MCOS_0000497501-mRNA-1, MCOS_0000508201-mRNA-1, MCOS_0001031401-mRNA-1, MCOS_0001053401-mRNA-1
OG0000087		HmN_002058500.1, HmN_002072300.1, HmN_002074100.1, HmN_002075100.1, HmN_002077100.1, HmN_002078000.1, HmN_002093200.1, HmN_002259300.1	MCOS_0000359401-mRNA-1, MCOS_0000483101-mRNA-1
OG0000088	EmuJ_000012600.1, EmuJ_000765900.1, EmuJ_000766100.1, EmuJ_000766200.1, EmuJ_002211500.1	HmN_000044900.1	MCOS_0000128001-mRNA-1, MCOS_0000416901-mRNA-1, MCOS_0000763601-mRNA-1
OG0000089	EmuJ_000053100.1, EmuJ_000053200.1, EmuJ_000730100.1		MCOS_0000445301-mRNA-1, MCOS_0000463901-mRNA-1, MCOS_0000464001-mRNA-1, MCOS_0000973301-mRNA-1, MCOS_0001042001-mRNA-1, MCOS_0001058201-mRNA-1
OG0000090	EmuJ_000101500.1, EmuJ_000352000.1, EmuJ_000772800.1	HmN_000016400.1, HmN_000042700.1	MCOS_0000476701-mRNA-1, MCOS_0000627201-mRNA-1, MCOS_0000812101-mRNA-1, MCOS_0000935501-mRNA-1
OG0000091	EmuJ_000114800.1, EmuJ_000114900.1, EmuJ_000191900.1, EmuJ_000192000.1, EmuJ_000192100.1, EmuJ_001160400.1	HmN_000093800.1, HmN_000094300.1, HmN_000440800.1	
OG0000092	EmuJ_000158500.1, EmuJ_000452500.1, EmuJ_000926500.1	HmN_000132900.1, HmN_000206000.1, HmN_000885100.1	MCOS_0000219301-mRNA-1, MCOS_0000250001-mRNA-1, MCOS_0000802001-mRNA-1
OG0000093	EmuJ_000224900.1, EmuJ_000225100.1, EmuJ_000334200.1	HmN_000152000.1, HmN_000627200.1, HmN_000682400.1, HmN_000874000.1	MCOS_0000524901-mRNA-1, MCOS_0000525001-mRNA-1
OG0000094	EmuJ_000397700.1	HmN_000544000.1	MCOS_0000311001-mRNA-1, MCOS_0000311101-mRNA-1, MCOS_0000350401-mRNA-1, MCOS_0000761001-mRNA-1, MCOS_0000761101-mRNA-1, MCOS_0000807701-mRNA-1, MCOS_0000911301-mRNA-1
OG0000095	EmuJ_000406000.1, EmuJ_000504700.1, EmuJ_000554500.1, EmuJ_002201100.1	HmN_000004400.1, HmN_000062100.1, HmN_002152600.1, HmN_002213000.1	MCOS_0000307401-mRNA-1
OG0000096	EmuJ_000419700.1, EmuJ_000428000.1, EmuJ_000754400.1	HmN_000611500.1, HmN_000830200.1, HmN_000865500.1	MCOS_0000070101-mRNA-1, MCOS_0000335101-mRNA-1, MCOS_0000801201-mRNA-1
OG0000097	EmuJ_000494700.1, EmuJ_000508100.1, EmuJ_000508200.1, EmuJ_000508600.1, EmuJ_000508800.1, EmuJ_000509400.1, EmuJ_000710600.1, EmuJ_001201800.1	HmN_000429900.1	
OG0000098	EmuJ_000499600.1, EmuJ_000499700.1, EmuJ_000618700.1	HmN_000679100.1, HmN_000679300.1, HmN_000815700.1	MCOS_0000194901-mRNA-1, MCOS_0000605801-mRNA-1, MCOS_0000941801-mRNA-1
OG0000099	EmuJ_000539100.1	HmN_000365400.1	MCOS_0000330801-mRNA-1, MCOS_0000416701-mRNA-1, MCOS_0000420001-mRNA-1, MCOS_0000420101-mRNA-1, MCOS_0000438501-mRNA-1, MCOS_0000481001-mRNA-1, MCOS_0000506601-mRNA-1
OG0000100	EmuJ_000549800.1, EmuJ_000550000.1, EmuJ_002165500.1	HmN_000764100.1, HmN_000764500.1, HmN_000764800.1	MCOS_0000263101-mRNA-1, MCOS_0000394701-mRNA-1, MCOS_0000493801-mRNA-1
OG0000101	EmuJ_000592100.1	HmN_000241500.1, HmN_001024000.1	MCOS_0000057401-mRNA-1, MCOS_0000229801-mRNA-1, MCOS_0000341201-mRNA-1, MCOS_0000474101-mRNA-1, MCOS_0000486701-mRNA-1, MCOS_0001036701-mRNA-1
OG0000102	EmuJ_000598200.1, EmuJ_000932000.1, EmuJ_001125300.1	HmN_000085200.1, HmN_000450200.1, HmN_000682000.1	MCOS_0000008501-mRNA-1, MCOS_0000253201-mRNA-1, MCOS_0000645701-mRNA-1
OG0000103	EmuJ_000653400.1, EmuJ_000653700.1	HmN_000876300.1, HmN_000877200.1, HmN_002074700.1, HmN_002247400.1, HmN_002265100.1	MCOS_0000966001-mRNA-1, MCOS_0000966101-mRNA-1
OG0000104	EmuJ_000679000.1, EmuJ_000679500.1, EmuJ_000918100.1, EmuJ_000918200.1, EmuJ_001201700.1, EmuJ_001202000.1, EmuJ_002115000.1	HmN_000759500.1, HmN_002033800.1	
OG0000105	EmuJ_000720200.1, EmuJ_000720700.1, EmuJ_000720800.1	HmN_000839000.1, HmN_000839300.1, HmN_002086300.1, HmN_002125300.1	MCOS_0000115301-mRNA-1, MCOS_0000115401-mRNA-1
OG0000106	EmuJ_000739100.1, EmuJ_000911600.1, EmuJ_000911700.1	HmN_000114300.1, HmN_000950000.1, HmN_002103300.1	MCOS_0000353801-mRNA-1, MCOS_0000379701-mRNA-1, MCOS_0000946601-mRNA-1
OG0000107	EmuJ_000740200.1, EmuJ_000740300.1	HmN_000787600.1, HmN_001030700.1	MCOS_0000460901-mRNA-1, MCOS_0000473801-mRNA-1, MCOS_0000492301-mRNA-1, MCOS_0001006401-mRNA-1, MCOS_0001058501-mRNA-1
OG0000108	EmuJ_000971100.1, EmuJ_000971400.1	HmN_000118600.1, HmN_000118700.1, HmN_000118900.1, HmN_000119000.1, HmN_000119100.1	MCOS_0000361801-mRNA-1, MCOS_0000853201-mRNA-1
OG0000109	EmuJ_001073700.1, EmuJ_001073800.1, EmuJ_001073900.1, EmuJ_001074100.1, EmuJ_001074300.1	HmN_000687200.1	MCOS_0000167301-mRNA-1, MCOS_0000486401-mRNA-1, MCOS_0001036001-mRNA-1
OG0000110		HmN_000112700.1, HmN_000634400.1, HmN_000634600.1, HmN_000742200.1, HmN_000831900.1, HmN_000987400.1, HmN_000987820.1, HmN_000987840.1, HmN_002073100.1	
OG0000111		HmN_000785500.1, HmN_000785600.1, HmN_000786400.1, HmN_000896000.1, HmN_000991000.1, HmN_000991200.1, HmN_002095400.1, HmN_002241500.1, HmN_002261500.1	
OG0000112			MCOS_0000205601-mRNA-1, MCOS_0000327301-mRNA-1, MCOS_0000327401-mRNA-1, MCOS_0000345401-mRNA-1, MCOS_0000362001-mRNA-1, MCOS_0000450101-mRNA-1, MCOS_0000494201-mRNA-1, MCOS_0000727101-mRNA-1, MCOS_0001029701-mRNA-1
OG0000113			MCOS_0000234201-mRNA-1, MCOS_0000368301-mRNA-1, MCOS_0000398601-mRNA-1, MCOS_0000473601-mRNA-1, MCOS_0000668701-mRNA-1, MCOS_0000985101-mRNA-1, MCOS_0000985201-mRNA-1, MCOS_0001018701-mRNA-1, MCOS_0001036901-mRNA-1
OG0000114			MCOS_0000374701-mRNA-1, MCOS_0000374801-mRNA-1, MCOS_0000416201-mRNA-1, MCOS_0000416301-mRNA-1, MCOS_0000444501-mRNA-1, MCOS_0000457201-mRNA-1, MCOS_0000488001-mRNA-1, MCOS_0000499501-mRNA-1, MCOS_0000500501-mRNA-1
OG0000115	EmuJ_000007100.1, EmuJ_000634800.1, EmuJ_000660800.1, EmuJ_000661000.1	HmN_000478500.1, HmN_000705800.1	MCOS_0000344301-mRNA-1, MCOS_0000355001-mRNA-1
OG0000116	EmuJ_000009600.1, EmuJ_000036000.1, EmuJ_000051400.1, EmuJ_000287200.1, EmuJ_000290200.1, EmuJ_000335900.1, EmuJ_000561100.1, EmuJ_002165200.1		
OG0000117	EmuJ_000017500.1, EmuJ_000351600.1, EmuJ_000503220.1, EmuJ_000579600.1, EmuJ_000677000.1, EmuJ_001154600.1, EmuJ_001154700.1, EmuJ_002144700.1		
OG0000118	EmuJ_000039900.1, EmuJ_000370800.1, EmuJ_000398300.1, EmuJ_000406400.1	HmN_000137800.1	MCOS_0000233401-mRNA-1, MCOS_0000455801-mRNA-1, MCOS_0000560201-mRNA-1
OG0000119	EmuJ_000080800.1, EmuJ_000080900.1, EmuJ_000081100.1, EmuJ_000081200.1, EmuJ_000081300.1, EmuJ_000709700.1, EmuJ_002121800.1, EmuJ_002199700.1		
OG0000120	EmuJ_000098400.1, EmuJ_000567900.1, EmuJ_001183300.1	HmN_000061900.1, HmN_000797000.1, HmN_001021800.1	MCOS_0000374401-mRNA-1, MCOS_0000725201-mRNA-1
OG0000121	EmuJ_000105900.1, EmuJ_000878000.1	HmN_000516100.1, HmN_000723100.1, HmN_002061900.1	MCOS_0000104101-mRNA-1, MCOS_0000125001-mRNA-1, MCOS_0000894601-mRNA-1
OG0000122	EmuJ_000110800.1, EmuJ_001087900.1, EmuJ_001088400.1	HmN_000021400.1, HmN_000024800.1, HmN_002073000.1	MCOS_0000564601-mRNA-1, MCOS_0000810401-mRNA-1
OG0000123	EmuJ_000113500.1, EmuJ_000115200.1, EmuJ_000115300.1	HmN_000090200.1, HmN_000090300.1, HmN_000535300.1	MCOS_0000633001-mRNA-1, MCOS_0000633101-mRNA-1
OG0000124	EmuJ_000135000.1, EmuJ_000175100.1, EmuJ_000175300.1, EmuJ_000175500.1	HmN_000607000.1	MCOS_0000973401-mRNA-1, MCOS_0000973501-mRNA-1, MCOS_0001043801-mRNA-1
OG0000125	EmuJ_000179700.1, EmuJ_000514200.1, EmuJ_000533500.1	HmN_000667200.1, HmN_000909450.1, HmN_002059800.1	MCOS_0000761601-mRNA-1, MCOS_0000829901-mRNA-1
OG0000126	EmuJ_000180600.1, EmuJ_000180700.1, EmuJ_000730600.1, EmuJ_000733050.1, EmuJ_000934400.1	HmN_000200400.1, HmN_000200500.1	MCOS_0000935101-mRNA-1
OG0000127	EmuJ_000218800.1, EmuJ_000258800.1, EmuJ_000782300.1	HmN_000467200.1, HmN_000520400.1, HmN_000726500.1	MCOS_0000259201-mRNA-1, MCOS_0000678601-mRNA-1
OG0000128	EmuJ_000292500.1, EmuJ_000297700.1, EmuJ_000508300.1, EmuJ_000509100.1, EmuJ_000580900.1, EmuJ_000811200.1	HmN_000972600.1	MCOS_0000339201-mRNA-1
OG0000129	EmuJ_000411600.1, EmuJ_000411800.1, EmuJ_000411900.1, EmuJ_000418500.1, EmuJ_000513200.1	HmN_000166800.1, HmN_000554400.1, HmN_000848100.1	
OG0000130	EmuJ_000417300.1, EmuJ_002220000.1, EmuJ_002231100.1		MCOS_0000197401-mRNA-1, MCOS_0000330601-mRNA-1, MCOS_0000330701-mRNA-1, MCOS_0000354201-mRNA-1, MCOS_0000498601-mRNA-1
OG0000131	EmuJ_000423000.1, EmuJ_000558800.1, EmuJ_001167100.1	HmN_000153000.1, HmN_000261000.1, HmN_000447150.1	MCOS_0000544101-mRNA-1, MCOS_0000946501-mRNA-1
OG0000132	EmuJ_000443100.1, EmuJ_000443200.1, EmuJ_000443900.1	HmN_000602200.1, HmN_000602300.1, HmN_000602400.1	MCOS_0000067801-mRNA-1, MCOS_0000385901-mRNA-1
OG0000133	EmuJ_000446500.1, EmuJ_000620400.1	HmN_000311000.1, HmN_000565900.1, HmN_002016900.1, HmN_002017000.1	MCOS_0000162301-mRNA-1, MCOS_0000539801-mRNA-1
OG0000134	EmuJ_000469500.1, EmuJ_000820100.1	HmN_000856800.1, HmN_000856900.1, HmN_002157800.1, HmN_002157900.1, HmN_002158000.1	MCOS_0000062801-mRNA-1
OG0000135	EmuJ_000471500.1	HmN_000352500.1, HmN_000352900.1, HmN_000576500.1, HmN_002154400.1	MCOS_0000177301-mRNA-1, MCOS_0000177401-mRNA-1, MCOS_0000492801-mRNA-1
OG0000136	EmuJ_000475100.1, EmuJ_000726700.1, EmuJ_000726800.1, EmuJ_000942100.1, EmuJ_000942200.1, EmuJ_000942300.1, EmuJ_000942500.1, EmuJ_000942600.1		
OG0000137	EmuJ_000525000.1, EmuJ_000525200.1, EmuJ_000525300.1, EmuJ_000549300.1, EmuJ_001110000.1, EmuJ_001110100.1	HmN_000648300.1	MCOS_0000881801-mRNA-1
